txn_id,account_id,amount_aud,currency,txn_date,status,channel
TXN-20260521-00352,ACC-000190,1223.6,AUD,2026-05-21,settled,card
TXN-20260520-00353,ACC-000234,110.72,AUD,2026-05-20,settled,card
TXN-20260519-00354,ACC-000241,351.05,AUD,2026-05-19,settled,card
TXN-20260517-00355,ACC-000094,490.65,AUD,2026-05-17,settled,transfer
TXN-20260520-00356,ACC-000278,99.82,AUD,2026-05-20,settled,card
TXN-20260517-00357,ACC-000263,388.8,AUD,2026-05-17,settled,card
TXN-20260517-00358,ACC-000366,363.35,AUD,2026-05-17,settled,transfer
TXN-20260519-00359,ACC-000118,353.77,AUD,2026-05-19,settled,card
TXN-20260519-00360,ACC-000390,137.56,AUD,2026-05-19,settled,transfer
TXN-20260517-00361,ACC-000179,313.53,AUD,2026-05-17,settled,transfer
TXN-20260517-00362,ACC-000381,276.47,AUD,2026-05-17,settled,transfer
TXN-20260519-00363,ACC-000019,230.12,AUD,2026-05-19,settled,transfer
TXN-20260519-00364,ACC-000284,117.35,AUD,2026-05-19,settled,card
TXN-20260518-00365,ACC-000055,405.77,AUD,2026-05-18,settled,card
TXN-20260517-00366,ACC-000032,26.17,AUD,2026-05-17,settled,transfer
TXN-20260519-00367,ACC-000216,488.95,AUD,2026-05-19,settled,card
TXN-20260517-00368,ACC-000324,383.22,AUD,2026-05-17,pending,direct_debit
TXN-20260520-00369,ACC-000039,8557.8,AUD,2026-05-20,settled,transfer
TXN-20260518-00370,ACC-000052,404.11,AUD,2026-05-18,settled,direct_debit
TXN-20260518-00371,ACC-000065,5412.31,AUD,2026-05-18,settled,card
TXN-20260520-00372,ACC-000303,164.82,AUD,2026-05-20,settled,card
TXN-20260520-00373,ACC-000222,223.11,AUD,2026-05-20,settled,direct_debit
TXN-20260521-00374,ACC-000082,3638.9,AUD,2026-05-21,settled,card
TXN-20260519-00375,ACC-000039,225.3,AUD,2026-05-19,pending,card
TXN-20260519-00376,ACC-000289,99.67,AUD,2026-05-19,settled,card
TXN-20260519-00377,ACC-000338,333.72,AUD,2026-05-19,settled,direct_debit
TXN-20260520-00378,ACC-000050,330.02,AUD,2026-05-20,settled,transfer
TXN-20260518-00379,ACC-000051,155.21,AUD,2026-05-18,settled,transfer
TXN-20260519-00380,ACC-000021,175.55,AUD,2026-05-19,settled,transfer
TXN-20260517-00381,ACC-000494,37.0,AUD,2026-05-17,settled,transfer
TXN-20260517-00382,ACC-000331,106.98,AUD,2026-05-17,settled,card
TXN-20260519-00383,ACC-000461,275.94,AUD,2026-05-19,settled,direct_debit
TXN-20260518-00384,ACC-000095,492.6,AUD,2026-05-18,settled,card
TXN-20260517-00385,ACC-000338,216.5,AUD,2026-05-17,settled,transfer
TXN-20260518-00386,ACC-000297,10219.16,AUD,2026-05-18,settled,transfer
TXN-20260518-00387,ACC-000372,443.76,AUD,2026-05-18,settled,direct_debit
TXN-20260519-00388,ACC-000442,72.07,AUD,2026-05-19,settled,card
TXN-20260517-00389,ACC-000133,62.34,AUD,2026-05-17,settled,card
TXN-20260521-00390,ACC-000269,78886.1,AUD,2026-05-21,settled,card
TXN-20260520-00391,ACC-000234,148.68,AUD,2026-05-20,settled,transfer
TXN-20260520-00392,ACC-000215,292.88,AUD,2026-05-20,settled,transfer
TXN-20260520-00393,ACC-000402,489.1,AUD,2026-05-20,pending,card
TXN-20260520-00394,ACC-000100,45.11,AUD,2026-05-20,settled,direct_debit
TXN-20260519-00395,ACC-000239,227.36,AUD,2026-05-19,settled,transfer
TXN-20260519-00396,ACC-000278,14310.12,AUD,2026-05-19,settled,transfer
TXN-20260521-00397,ACC-000409,4450.8,AUD,2026-05-21,settled,card
TXN-20260518-00398,ACC-000263,376.93,AUD,2026-05-18,settled,transfer
TXN-20260518-00399,ACC-000113,366.58,AUD,2026-05-18,settled,card
TXN-20260517-00400,ACC-000074,455.79,AUD,2026-05-17,settled,transfer
TXN-20260520-00401,ACC-000305,21.94,AUD,2026-05-20,settled,direct_debit
TXN-20260521-00402,ACC-000299,3204.8,AUD,2026-05-21,pending,card
TXN-20260517-00403,ACC-000353,11344.51,AUD,2026-05-17,settled,card
TXN-20260518-00404,ACC-000166,143.67,AUD,2026-05-18,settled,transfer
TXN-20260517-00405,ACC-000348,35.82,AUD,2026-05-17,settled,transfer
TXN-20260518-00406,ACC-000254,482.75,AUD,2026-05-18,settled,card
TXN-20260520-00407,ACC-000022,177.09,AUD,2026-05-20,settled,card
TXN-20260521-00408,ACC-000097,4976.4,AUD,2026-05-21,settled,card
TXN-20260517-00409,ACC-000125,213.92,AUD,2026-05-17,settled,card
TXN-20260519-00410,ACC-000468,114.44,AUD,2026-05-19,settled,transfer
TXN-20260517-00411,ACC-000355,181.47,AUD,2026-05-17,settled,card
TXN-20260521-00412,ACC-000202,1018.1,AUD,2026-05-21,settled,card
TXN-20260518-00413,ACC-000331,122.35,AUD,2026-05-18,settled,transfer
TXN-20260519-00414,ACC-000067,91.2,AUD,2026-05-19,settled,transfer
TXN-20260518-00415,ACC-000003,390.79,AUD,2026-05-18,settled,transfer
TXN-20260517-00416,ACC-000379,47.33,AUD,2026-05-17,pending,transfer
TXN-20260521-00417,ACC-000392,112048.3,AUD,2026-05-21,settled,card
TXN-20260521-00418,ACC-000472,219.4,AUD,2026-05-21,settled,transfer
TXN-20260517-00419,ACC-000065,345.14,AUD,2026-05-17,settled,card
TXN-20260518-00420,ACC-000379,457.06,AUD,2026-05-18,settled,card
TXN-20260520-00421,ACC-000327,373.35,AUD,2026-05-20,settled,transfer
TXN-20260520-00422,ACC-000293,444.12,AUD,2026-05-20,settled,direct_debit
TXN-20260520-00423,ACC-000297,125.04,AUD,2026-05-20,settled,card
TXN-20260521-00424,ACC-000203,859.2,AUD,2026-05-21,settled,card
TXN-20260520-00425,ACC-000463,51.39,AUD,2026-05-20,settled,card
TXN-20260518-00426,ACC-000046,66.47,AUD,2026-05-18,settled,transfer
TXN-20260518-00427,ACC-000316,7445.5,AUD,2026-05-18,settled,transfer
TXN-20260519-00428,ACC-000142,31.34,AUD,2026-05-19,settled,transfer
TXN-20260520-00429,ACC-000142,415.94,AUD,2026-05-20,settled,transfer
TXN-20260518-00430,ACC-000337,395.08,AUD,2026-05-18,settled,transfer
TXN-20260521-00431,ACC-000056,4100.2,AUD,2026-05-21,settled,transfer
TXN-20260517-00432,ACC-000274,251.28,AUD,2026-05-17,settled,card
TXN-20260519-00433,ACC-000430,378.13,AUD,2026-05-19,settled,card
TXN-20260518-00434,ACC-000376,8011.98,AUD,2026-05-18,settled,transfer
TXN-20260517-00435,ACC-000277,224.85,AUD,2026-05-17,settled,transfer
TXN-20260519-00436,ACC-000176,394.74,AUD,2026-05-19,settled,transfer
TXN-20260520-00437,ACC-000396,347.38,AUD,2026-05-20,settled,transfer
TXN-20260519-00438,ACC-000430,335.55,AUD,2026-05-19,settled,transfer
TXN-20260519-00439,ACC-000136,498.26,AUD,2026-05-19,settled,transfer
TXN-20260517-00440,ACC-000433,328.47,AUD,2026-05-17,settled,direct_debit
TXN-20260521-00441,ACC-000136,3220.6,AUD,2026-05-21,settled,card
TXN-20260518-00442,ACC-000327,109.41,AUD,2026-05-18,settled,transfer
TXN-20260518-00443,ACC-000444,365.97,AUD,2026-05-18,settled,transfer
TXN-20260519-00444,ACC-000245,400.24,AUD,2026-05-19,settled,card
TXN-20260521-00445,ACC-000385,61291.6,AUD,2026-05-21,settled,direct_debit
TXN-20260518-00446,ACC-000071,404.07,AUD,2026-05-18,settled,direct_debit
TXN-20260519-00447,ACC-000449,130.55,AUD,2026-05-19,settled,transfer
TXN-20260521-00448,ACC-000080,4913.8,AUD,2026-05-21,settled,transfer
TXN-20260519-00449,ACC-000456,5.1,AUD,2026-05-19,settled,transfer
TXN-20260519-00450,ACC-000189,6.78,AUD,2026-05-19,settled,card
TXN-20260520-00451,ACC-000051,353.72,AUD,2026-05-20,settled,card
TXN-20260520-00452,ACC-000051,4554.92,AUD,2026-05-20,settled,transfer
TXN-20260518-00453,ACC-000411,8378.74,AUD,2026-05-18,settled,card
TXN-20260519-00454,ACC-000293,3995.09,AUD,2026-05-19,settled,card
TXN-20260518-00455,ACC-000329,361.89,AUD,2026-05-18,settled,transfer
TXN-20260520-00456,ACC-000367,3422.98,AUD,2026-05-20,pending,card
TXN-20260518-00457,ACC-000092,283.76,AUD,2026-05-18,settled,transfer
TXN-20260517-00458,ACC-000161,437.32,AUD,2026-05-17,settled,transfer
TXN-20260520-00459,ACC-000249,410.21,AUD,2026-05-20,settled,transfer
TXN-20260517-00460,ACC-000096,114.75,AUD,2026-05-17,settled,card
TXN-20260519-00461,ACC-000399,121.99,AUD,2026-05-19,settled,transfer
TXN-20260518-00462,ACC-000152,12560.21,AUD,2026-05-18,settled,card
TXN-20260518-00463,ACC-000032,342.66,AUD,2026-05-18,settled,card
TXN-20260520-00464,ACC-000279,340.5,AUD,2026-05-20,settled,card
TXN-20260520-00465,ACC-000072,406.77,AUD,2026-05-20,settled,card
TXN-20260520-00466,ACC-000245,214.85,AUD,2026-05-20,settled,card
TXN-20260521-00467,ACC-000233,3024.6,AUD,2026-05-21,settled,card
TXN-20260519-00468,ACC-000171,9854.01,AUD,2026-05-19,settled,transfer
TXN-20260517-00469,ACC-000069,467.94,AUD,2026-05-17,settled,card
TXN-20260518-00470,ACC-000074,178.9,AUD,2026-05-18,settled,card
TXN-20260518-00471,ACC-000449,332.19,AUD,2026-05-18,settled,card
TXN-20260521-00472,ACC-000357,2178.1,AUD,2026-05-21,pending,card
TXN-20260519-00473,ACC-000172,286.27,AUD,2026-05-19,settled,card
TXN-20260519-00474,ACC-000433,86.15,AUD,2026-05-19,settled,card
TXN-20260520-00475,ACC-000423,312.31,AUD,2026-05-20,settled,card
TXN-20260520-00476,ACC-000492,387.12,AUD,2026-05-20,settled,card
TXN-20260517-00477,ACC-000227,83.81,AUD,2026-05-17,settled,transfer
TXN-20260517-00478,ACC-000152,108.33,AUD,2026-05-17,settled,transfer
TXN-20260520-00479,ACC-000415,348.87,AUD,2026-05-20,settled,card
TXN-20260521-00480,ACC-000325,3445.2,AUD,2026-05-21,settled,card
TXN-20260517-00481,ACC-000455,56.62,AUD,2026-05-17,pending,direct_debit
TXN-20260520-00482,ACC-000406,252.52,AUD,2026-05-20,settled,card
TXN-20260518-00483,ACC-000362,354.6,AUD,2026-05-18,settled,transfer
TXN-20260518-00484,ACC-000051,9543.31,AUD,2026-05-18,settled,card
TXN-20260521-00485,ACC-000035,267.3,AUD,2026-05-21,pending,card
TXN-20260517-00486,ACC-000077,227.58,AUD,2026-05-17,settled,transfer
TXN-20260520-00487,ACC-000061,320.57,AUD,2026-05-20,settled,card
TXN-20260517-00488,ACC-000324,14.57,AUD,2026-05-17,settled,card
TXN-20260520-00489,ACC-000169,1053.49,AUD,2026-05-20,settled,card
TXN-20260519-00490,ACC-000055,31.72,AUD,2026-05-19,settled,card
TXN-20260518-00491,ACC-000115,265.0,AUD,2026-05-18,settled,card
TXN-20260521-00492,ACC-000134,808.1,AUD,2026-05-21,settled,card
TXN-20260518-00493,ACC-000334,498.48,AUD,2026-05-18,settled,transfer
TXN-20260517-00494,ACC-000005,356.21,AUD,2026-05-17,settled,transfer
TXN-20260520-00495,ACC-000265,204.87,AUD,2026-05-20,settled,card
TXN-20260519-00496,ACC-000003,274.01,AUD,2026-05-19,settled,card
TXN-20260520-00497,ACC-000110,946.09,AUD,2026-05-20,settled,card
TXN-20260517-00498,ACC-000130,420.65,AUD,2026-05-17,settled,card
TXN-20260518-00499,ACC-000412,3479.34,AUD,2026-05-18,settled,direct_debit
TXN-20260520-00500,ACC-000272,1091.54,AUD,2026-05-20,settled,transfer
TXN-20260517-00501,ACC-000180,120.91,AUD,2026-05-17,settled,card
TXN-20260520-00502,ACC-000026,201.04,AUD,2026-05-20,settled,transfer
TXN-20260518-00503,ACC-000330,96.05,AUD,2026-05-18,settled,card
TXN-20260521-00504,ACC-000046,4524.7,AUD,2026-05-21,settled,transfer
TXN-20260521-00505,ACC-000305,957.2,AUD,2026-05-21,settled,direct_debit
TXN-20260520-00506,ACC-000133,241.17,AUD,2026-05-20,settled,card
TXN-20260518-00507,ACC-000245,418.99,AUD,2026-05-18,settled,card
TXN-20260517-00508,ACC-000426,4364.57,AUD,2026-05-17,pending,transfer
TXN-20260519-00509,ACC-000382,273.71,AUD,2026-05-19,settled,direct_debit
TXN-20260520-00510,ACC-000266,256.5,AUD,2026-05-20,settled,card
TXN-20260521-00511,ACC-000043,145044.1,AUD,2026-05-21,settled,direct_debit
TXN-20260520-00512,ACC-000149,80.2,AUD,2026-05-20,settled,direct_debit
TXN-20260520-00513,ACC-000440,378.23,AUD,2026-05-20,settled,transfer
TXN-20260519-00514,ACC-000329,70.84,AUD,2026-05-19,settled,transfer
TXN-20260518-00515,ACC-000340,6519.54,AUD,2026-05-18,settled,transfer
TXN-20260517-00516,ACC-000350,490.42,AUD,2026-05-17,settled,card
TXN-20260518-00517,ACC-000374,487.12,AUD,2026-05-18,settled,transfer
TXN-20260518-00518,ACC-000124,1684.18,AUD,2026-05-18,settled,direct_debit
TXN-20260518-00519,ACC-000137,498.6,AUD,2026-05-18,settled,card
TXN-20260519-00520,ACC-000072,54.99,AUD,2026-05-19,settled,direct_debit
TXN-20260521-00521,ACC-000163,4271.6,AUD,2026-05-21,settled,card
TXN-20260521-00522,ACC-000491,3328.4,AUD,2026-05-21,settled,direct_debit
TXN-20260517-00523,ACC-000469,447.35,AUD,2026-05-17,settled,card
TXN-20260518-00524,ACC-000191,270.75,AUD,2026-05-18,settled,card
TXN-20260520-00525,ACC-000354,177.21,AUD,2026-05-20,settled,card
TXN-20260520-00526,ACC-000168,397.04,AUD,2026-05-20,settled,card
TXN-20260518-00527,ACC-000455,252.73,AUD,2026-05-18,settled,transfer
TXN-20260519-00528,ACC-000327,14147.55,AUD,2026-05-19,settled,transfer
TXN-20260521-00529,ACC-000473,2762.4,AUD,2026-05-21,settled,card
TXN-20260519-00530,ACC-000483,8724.53,AUD,2026-05-19,settled,card
TXN-20260521-00531,ACC-000238,4113.5,AUD,2026-05-21,settled,card
TXN-20260520-00532,ACC-000321,80.67,AUD,2026-05-20,settled,transfer
TXN-20260520-00533,ACC-000488,235.11,AUD,2026-05-20,pending,card
TXN-20260518-00534,ACC-000176,423.98,AUD,2026-05-18,settled,transfer
TXN-20260517-00535,ACC-000375,221.47,AUD,2026-05-17,settled,transfer
TXN-20260520-00536,ACC-000330,164.09,AUD,2026-05-20,settled,transfer
TXN-20260517-00537,ACC-000287,379.15,AUD,2026-05-17,pending,card
TXN-20260521-00538,ACC-000119,3287.1,AUD,2026-05-21,settled,transfer
TXN-20260517-00539,ACC-000247,2658.66,AUD,2026-05-17,settled,transfer
TXN-20260520-00540,ACC-000289,292.22,AUD,2026-05-20,settled,card
TXN-20260517-00541,ACC-000319,394.92,AUD,2026-05-17,settled,card
TXN-20260521-00542,ACC-000186,3208.2,AUD,2026-05-21,settled,card
TXN-20260518-00543,ACC-000007,119.52,AUD,2026-05-18,settled,card
TXN-20260518-00544,ACC-000027,30.25,AUD,2026-05-18,settled,card
TXN-20260518-00545,ACC-000015,475.48,AUD,2026-05-18,settled,transfer
TXN-20260519-00546,ACC-000490,291.72,AUD,2026-05-19,settled,transfer
TXN-20260521-00547,ACC-000296,3839.5,AUD,2026-05-21,settled,card
TXN-20260520-00548,ACC-000455,141.88,AUD,2026-05-20,settled,direct_debit
TXN-20260519-00549,ACC-000069,270.82,AUD,2026-05-19,settled,card
TXN-20260517-00550,ACC-000007,493.14,AUD,2026-05-17,settled,transfer
TXN-20260519-00551,ACC-000390,21.07,AUD,2026-05-19,settled,card
TXN-20260519-00552,ACC-000293,97.06,AUD,2026-05-19,settled,transfer
TXN-20260519-00553,ACC-000219,430.97,AUD,2026-05-19,settled,direct_debit
TXN-20260520-00554,ACC-000371,493.22,AUD,2026-05-20,settled,direct_debit
TXN-20260519-00555,ACC-000272,11377.8,AUD,2026-05-19,settled,direct_debit
TXN-20260521-00556,ACC-000064,1020.9,AUD,2026-05-21,settled,transfer
TXN-20260520-00557,ACC-000456,369.57,AUD,2026-05-20,settled,card
TXN-20260521-00558,ACC-000161,3505.7,AUD,2026-05-21,settled,card
TXN-20260519-00559,ACC-000206,295.83,AUD,2026-05-19,settled,transfer
TXN-20260518-00560,ACC-000197,366.24,AUD,2026-05-18,settled,card
TXN-20260521-00561,ACC-000380,2291.6,AUD,2026-05-21,pending,card
TXN-20260517-00562,ACC-000435,442.04,AUD,2026-05-17,pending,card
TXN-20260521-00563,ACC-000190,2741.6,AUD,2026-05-21,settled,transfer
TXN-20260517-00564,ACC-000132,436.66,AUD,2026-05-17,settled,transfer
TXN-20260517-00565,ACC-000421,193.46,AUD,2026-05-17,settled,card
TXN-20260520-00566,ACC-000344,214.29,AUD,2026-05-20,settled,transfer
TXN-20260520-00567,ACC-000354,229.38,AUD,2026-05-20,settled,card
TXN-20260519-00568,ACC-000012,440.28,AUD,2026-05-19,settled,card
TXN-20260521-00569,ACC-000162,146865.1,AUD,2026-05-21,pending,direct_debit
TXN-20260517-00570,ACC-000476,83.83,AUD,2026-05-17,settled,card
TXN-20260520-00571,ACC-000215,474.94,AUD,2026-05-20,settled,card
TXN-20260519-00572,ACC-000471,385.17,AUD,2026-05-19,settled,transfer
TXN-20260517-00573,ACC-000066,963.99,AUD,2026-05-17,settled,transfer
TXN-20260517-00574,ACC-000167,465.5,AUD,2026-05-17,settled,card
TXN-20260519-00575,ACC-000155,414.54,AUD,2026-05-19,settled,transfer
TXN-20260517-00576,ACC-000040,448.77,AUD,2026-05-17,settled,transfer
TXN-20260518-00577,ACC-000378,342.44,AUD,2026-05-18,settled,transfer
TXN-20260521-00578,ACC-000454,715.5,AUD,2026-05-21,settled,direct_debit
TXN-20260521-00579,ACC-000283,4081.6,AUD,2026-05-21,settled,card
TXN-20260517-00580,ACC-000357,6341.27,AUD,2026-05-17,settled,card
TXN-20260518-00581,ACC-000089,453.29,AUD,2026-05-18,settled,card
TXN-20260518-00582,ACC-000012,214.88,AUD,2026-05-18,settled,card
TXN-20260517-00583,ACC-000143,146.75,AUD,2026-05-17,settled,card
TXN-20260517-00584,ACC-000476,262.01,AUD,2026-05-17,settled,transfer
TXN-20260518-00585,ACC-000485,375.59,AUD,2026-05-18,settled,transfer
TXN-20260518-00586,ACC-000445,154.08,AUD,2026-05-18,settled,card
TXN-20260521-00587,ACC-000247,28523.1,AUD,2026-05-21,settled,card
TXN-20260519-00588,ACC-000089,97.94,AUD,2026-05-19,settled,card
TXN-20260519-00589,ACC-000453,207.27,AUD,2026-05-19,settled,direct_debit
TXN-20260518-00590,ACC-000328,227.74,AUD,2026-05-18,settled,transfer
TXN-20260521-00591,ACC-000234,756.0,AUD,2026-05-21,settled,card
TXN-20260518-00592,ACC-000305,337.91,AUD,2026-05-18,settled,direct_debit
TXN-20260520-00593,ACC-000361,14940.38,AUD,2026-05-20,settled,card
TXN-20260519-00594,ACC-000202,5072.25,AUD,2026-05-19,settled,transfer
TXN-20260519-00595,ACC-000408,428.61,AUD,2026-05-19,settled,card
TXN-20260521-00596,ACC-000163,2536.6,AUD,2026-05-21,settled,card
TXN-20260517-00597,ACC-000485,172.91,AUD,2026-05-17,settled,transfer
TXN-20260519-00598,ACC-000098,72.64,AUD,2026-05-19,settled,transfer
TXN-20260518-00599,ACC-000280,414.37,AUD,2026-05-18,settled,card
TXN-20260519-00600,ACC-000224,381.26,AUD,2026-05-19,settled,card
TXN-20260518-00601,ACC-000469,404.31,AUD,2026-05-18,settled,card
TXN-20260518-00602,ACC-000139,467.59,AUD,2026-05-18,settled,card
TXN-20260519-00603,ACC-000218,88.22,AUD,2026-05-19,settled,card
TXN-20260518-00604,ACC-000293,336.19,AUD,2026-05-18,settled,direct_debit
TXN-20260517-00605,ACC-000234,40.01,AUD,2026-05-17,settled,direct_debit
TXN-20260519-00606,ACC-000336,1863.26,AUD,2026-05-19,settled,card
TXN-20260521-00607,ACC-000454,4804.2,AUD,2026-05-21,settled,card
TXN-20260517-00608,ACC-000362,345.51,AUD,2026-05-17,settled,transfer
TXN-20260519-00609,ACC-000151,202.45,AUD,2026-05-19,settled,card
TXN-20260517-00610,ACC-000479,238.5,AUD,2026-05-17,settled,transfer
TXN-20260521-00611,ACC-000459,1895.4,AUD,2026-05-21,settled,transfer
TXN-20260521-00612,ACC-000067,2702.6,AUD,2026-05-21,settled,transfer
TXN-20260520-00613,ACC-000497,284.37,AUD,2026-05-20,settled,card
TXN-20260520-00614,ACC-000233,481.69,AUD,2026-05-20,pending,card
TXN-20260520-00615,ACC-000235,7523.95,AUD,2026-05-20,settled,direct_debit
TXN-20260517-00616,ACC-000370,61.46,AUD,2026-05-17,settled,transfer
TXN-20260520-00617,ACC-000135,327.12,AUD,2026-05-20,settled,direct_debit
TXN-20260518-00618,ACC-000072,2504.45,AUD,2026-05-18,settled,card
TXN-20260519-00619,ACC-000212,191.16,AUD,2026-05-19,settled,transfer
TXN-20260520-00620,ACC-000316,215.23,AUD,2026-05-20,settled,transfer
TXN-20260518-00621,ACC-000410,4556.5,AUD,2026-05-18,settled,card
TXN-20260521-00622,ACC-000169,4272.1,AUD,2026-05-21,pending,card
TXN-20260520-00623,ACC-000340,13680.13,AUD,2026-05-20,settled,card
TXN-20260521-00624,ACC-000444,60715.1,AUD,2026-05-21,settled,card
TXN-20260519-00625,ACC-000266,145.52,AUD,2026-05-19,settled,card
TXN-20260521-00626,ACC-000484,2408.9,AUD,2026-05-21,settled,card
TXN-20260518-00627,ACC-000400,157.49,AUD,2026-05-18,settled,transfer
TXN-20260517-00628,ACC-000189,56.98,AUD,2026-05-17,settled,card
TXN-20260518-00629,ACC-000233,6222.41,AUD,2026-05-18,settled,card
TXN-20260521-00630,ACC-000040,36735.3,AUD,2026-05-21,settled,card
TXN-20260520-00631,ACC-000018,352.36,AUD,2026-05-20,settled,card
TXN-20260520-00632,ACC-000445,148.82,AUD,2026-05-20,settled,transfer
TXN-20260518-00633,ACC-000299,227.75,AUD,2026-05-18,settled,card
TXN-20260518-00634,ACC-000063,284.96,AUD,2026-05-18,settled,transfer
TXN-20260521-00635,ACC-000085,3627.9,AUD,2026-05-21,settled,card
TXN-20260518-00636,ACC-000233,323.21,AUD,2026-05-18,settled,card
TXN-20260521-00637,ACC-000103,3941.3,AUD,2026-05-21,settled,transfer
TXN-20260519-00638,ACC-000390,154.69,AUD,2026-05-19,settled,transfer
TXN-20260519-00639,ACC-000070,247.57,AUD,2026-05-19,settled,card
TXN-20260520-00640,ACC-000425,261.42,AUD,2026-05-20,settled,card
TXN-20260518-00641,ACC-000397,441.28,AUD,2026-05-18,settled,card
TXN-20260521-00642,ACC-000062,914.6,AUD,2026-05-21,settled,card
TXN-20260521-00643,ACC-000360,2394.8,AUD,2026-05-21,settled,card
TXN-20260519-00644,ACC-000414,481.24,AUD,2026-05-19,settled,transfer
TXN-20260520-00645,ACC-000290,470.36,AUD,2026-05-20,settled,transfer
TXN-20260517-00646,ACC-000085,263.03,AUD,2026-05-17,settled,transfer
TXN-20260519-00647,ACC-000163,322.2,AUD,2026-05-19,settled,card
TXN-20260519-00648,ACC-000230,195.94,AUD,2026-05-19,settled,transfer
TXN-20260519-00649,ACC-000305,91.25,AUD,2026-05-19,settled,transfer
TXN-20260517-00650,ACC-000162,8047.2,AUD,2026-05-17,settled,direct_debit
TXN-20260517-00651,ACC-000120,369.85,AUD,2026-05-17,settled,card
TXN-20260521-00652,ACC-000327,2566.5,AUD,2026-05-21,settled,transfer
TXN-20260517-00653,ACC-000344,9973.07,AUD,2026-05-17,settled,card
TXN-20260520-00654,ACC-000077,11747.42,AUD,2026-05-20,settled,card
TXN-20260521-00655,ACC-000472,163.2,AUD,2026-05-21,settled,card
TXN-20260520-00656,ACC-000379,262.41,AUD,2026-05-20,settled,transfer
TXN-20260518-00657,ACC-000428,3157.1,AUD,2026-05-18,settled,card
TXN-20260520-00658,ACC-000297,322.77,AUD,2026-05-20,settled,card
TXN-20260518-00659,ACC-000149,373.04,AUD,2026-05-18,settled,card
TXN-20260518-00660,ACC-000466,289.06,AUD,2026-05-18,settled,transfer
TXN-20260519-00661,ACC-000058,484.46,AUD,2026-05-19,settled,card
TXN-20260517-00662,ACC-000102,7742.53,AUD,2026-05-17,settled,transfer
TXN-20260520-00663,ACC-000341,17.91,AUD,2026-05-20,settled,transfer
TXN-20260520-00664,ACC-000113,231.82,AUD,2026-05-20,settled,card
TXN-20260521-00665,ACC-000431,2752.1,AUD,2026-05-21,settled,card
TXN-20260518-00666,ACC-000329,330.29,AUD,2026-05-18,settled,card
TXN-20260517-00667,ACC-000306,48.9,AUD,2026-05-17,settled,card
TXN-20260518-00668,ACC-000432,399.06,AUD,2026-05-18,settled,transfer
TXN-20260518-00669,ACC-000452,115.22,AUD,2026-05-18,settled,card
TXN-20260519-00670,ACC-000406,61.58,AUD,2026-05-19,settled,direct_debit
TXN-20260518-00671,ACC-000152,11124.07,AUD,2026-05-18,settled,card
TXN-20260521-00672,ACC-000261,4777.6,AUD,2026-05-21,settled,transfer
TXN-20260519-00673,ACC-000365,487.51,AUD,2026-05-19,settled,card
TXN-20260520-00674,ACC-000027,336.59,AUD,2026-05-20,settled,card
TXN-20260520-00675,ACC-000218,14088.69,AUD,2026-05-20,settled,transfer
TXN-20260521-00676,ACC-000179,4139.2,AUD,2026-05-21,settled,transfer
TXN-20260519-00677,ACC-000192,229.85,AUD,2026-05-19,settled,transfer
TXN-20260521-00678,ACC-000139,137.0,AUD,2026-05-21,settled,transfer
TXN-20260521-00679,ACC-000248,1443.1,AUD,2026-05-21,settled,card
TXN-20260518-00680,ACC-000166,12806.68,AUD,2026-05-18,settled,transfer
TXN-20260519-00681,ACC-000078,294.13,AUD,2026-05-19,settled,card
TXN-20260520-00682,ACC-000141,14461.86,AUD,2026-05-20,settled,card
TXN-20260520-00683,ACC-000345,95.27,AUD,2026-05-20,pending,direct_debit
TXN-20260520-00684,ACC-000404,8499.59,AUD,2026-05-20,settled,transfer
TXN-20260517-00685,ACC-000217,8688.57,AUD,2026-05-17,settled,direct_debit
TXN-20260519-00686,ACC-000007,126.33,AUD,2026-05-19,settled,card
TXN-20260518-00687,ACC-000451,392.14,AUD,2026-05-18,settled,transfer
TXN-20260517-00688,ACC-000440,808.48,AUD,2026-05-17,settled,card
TXN-20260517-00689,ACC-000475,480.37,AUD,2026-05-17,settled,transfer
TXN-20260518-00690,ACC-000225,474.69,AUD,2026-05-18,settled,transfer
TXN-20260517-00691,ACC-000139,105.45,AUD,2026-05-17,settled,card
TXN-20260518-00692,ACC-000046,149.78,AUD,2026-05-18,settled,direct_debit
TXN-20260517-00693,ACC-000309,255.41,AUD,2026-05-17,settled,transfer
TXN-20260519-00694,ACC-000399,1552.68,AUD,2026-05-19,settled,card
TXN-20260518-00695,ACC-000150,80.9,AUD,2026-05-18,settled,transfer
TXN-20260519-00696,ACC-000289,409.84,AUD,2026-05-19,settled,direct_debit
TXN-20260517-00697,ACC-000001,396.43,AUD,2026-05-17,settled,direct_debit
TXN-20260521-00698,ACC-000362,4048.2,AUD,2026-05-21,settled,card
TXN-20260521-00699,ACC-000173,458.8,AUD,2026-05-21,settled,transfer
TXN-20260520-00700,ACC-000396,82.29,AUD,2026-05-20,settled,transfer
TXN-20260519-00701,ACC-000470,499.79,AUD,2026-05-19,settled,card
TXN-20260517-00702,ACC-000214,493.21,AUD,2026-05-17,settled,transfer
TXN-20260517-00703,ACC-000421,1016.96,AUD,2026-05-17,settled,card
TXN-20260519-00704,ACC-000461,157.79,AUD,2026-05-19,settled,direct_debit
